State B,State B code,styear,StateB primary target?,Name,UNRES,Location,dispnum,RemoveCase,stday,stmon,endday,endmon,endyear,Ongoing,cumdurat,Era,Decade,PresName,Frontier War,Era2,US HiHost,US HighAct,dyadic hostility,dyadic HighAct,HihostB,HighActB,US Orig,originatA,originatB,sideaa,InterType,Objective,ObjectiveCode,ForeignReg,BuildReg,Empire,Territory,Policy,SocialProt,Economic,ProtOwn,Outcome,BattleFatUS,BattleFatB,BattleFat,BattleLevUS,BattleLevB,BattleLev,FatUS,FatB,Fatalities,fatlevUS,fatlevB,FatLev,MaxCost,MaxTroops,MaxNavy,MaxAir,MIP,Additions to MID,MID Dummy,IMI Dummy,MIPS Dummy,CRS Dummy,ACD Dummy,National Interest Index,contiguity,ContiguityDummy,War,US milex,US milper,US irst,US pec,US tpop,US upop,US CINC,State B milex,State B milper,State B irst,State B pec,State B tpop,State B upop,State B CINC,defense,neutrality,nonaggression,entente,AllianceDummy,Alliances (1-4),Colonial land,Colonial sea,Colonial contiguity,ColonialDummy,US imports,US exports,State B imports,State B exports,Trade flow1,Trade flow2,smoothflow1,smoothflow2,smoothtotrade,spike1,spike2,dip1,dip2,trdspike,tradedip,US democ,US autoc,US polity,US polity2,US durable,State B democ,State B autoc,State B polity,State B polity2,State B durable,US Dsource,US idp,US host,US hostChange,State B source,State B idp,State B host,US nGDP,US rGDP,US nGDP capita ,US rGDP capita,US rGDPCChange,US Recession,ideal1,ideal2,absidealdiff,s2un,s3un,agree2un,agree3un,jointvotes2,jointvotes3,PHYSINT,DISAP,KILL,POLPRIS,TORT,EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD,UNRegN,UNRegT,UNSUBREG,SubRegT,SubRegN,OECDReg,PTS_A,PTS_S,US Defense Spending,ChildMort,LifeExp,StateBHC,StateBrGDP ,USHC,USunemp,USDeficit,USDecifitGDP,USDeficitCon,USDebtGDP,USExpGDP,USDExpGDP,USCapInv,DefOutlay%,DODOutlays$,DOSOutlays$,SDratioOutlays$,DODOutlays%,DOSOutlays%,SDratioOutlays%,DOD BA$,DOS BA$,SDratioBA$,DOD BA%,DOS BA%,SDratioBA%,SenateDem,HouseDem,PresidentDem,DemControl,RepControl,CongressDem,CongressRep,PresElectionYear,ViolentCrime,Murder,LegacyRape,Robbery,AggravatedAssault,PropertyCrime ,Burglary,LarcenyTheft,VehicleTheft,oil_prod,oil_price_2000,oil_price_nom,oil_value_nom,oil_value_2000,oil_value_2014,gas_prod,gas_price_2000_mboe,gas_price_2000,gas_price_nom,gas_value_nom,gas_value_2000,gas_value_2014,oilgas_value_nom,oilgas_value_2000,oilgas_value_2014,oil_exports,gas_exports,coup1,coup2,coup3,coup4,democracy,assconfid,poppreselec,regime,ttd,tta,stra,Oil Dummy,Population (in thousands),MilExp_Con,ExpShareGDP,Description
ERI,531,2000,1,UN Mission in Ethiopia and Eritrea,1,531,,0,30,6,31,7,2008,0,2954,5,6,Clinton,0,6,3,12,4,18,4,18,0,0,1,0,3,Social protection and order,6,0,0,0,0,0,1,0,0,1,N/A,8,8,N/A,1,1,N/A,8,21,N/A,1,1,$208.24 million,N/A,0,0,1,1,0,0,0,1,0,0,0,0,0,292147000,1490,97427,3161089,276218,70642,0.1426249,65000,202,0,636,4854,558,0.001869,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,,,1.2,31.1,1.2,31.1,32.299999,0,0,0,0,0,0,10,0,10,10,191,0,6,-6,-6,7,0,0,482,107,350,310,1,10252300,13131000,36304.44,46498.2,3,0,,,,,,,,,,6,2,2,1,1,7,1,1,2,0,1,1,0,0,1,1,2,1,1,2,Africa,14,Sub-Saharan Africa,202,ssa,4,2,67.81,9.227799988,55.257999,,,3.567192554,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,53880,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,0,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,0,28.50001,28.4954492,0,0,0,0,20051474.29,3.703765823,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,282398,466759,0.031,"United Nations Mission in Ethiopia and Eritrea
"
PRK,731,2000,,,,,4218,1,23,3,23,3,2000,0,1,5,7,Clinton,0,6,1,1,2,2,2,2,1,1,1,0,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,,0,0,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,2091000,1055,300,29306,24039,8337,0.0103019,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,2098.111018,976.4856132,0.1,2.8599999,0.1,2.8599999,2.96,0,0,0,0,0,0,10,0,10,10,191,0,10,-10,-10,52,0,0,482,0,50,100,0,10252300,13131000,36304.44,46498.2,0,0,2.701,-1.619,4.32,-0.89744,-0.66038,0.05128,0.16981,39,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,142,Asia,30,Asia,35,eap,NA,5,67.81,6.020500183,65.267998,,,3.578582525,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,56056,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,1,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,0,28.50001,28.4954492,0,0,0,0,20051474.29,3.703765823,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,282398,466759,0.031,North Korea threatened force against both South Korea and the United States should vessels from either country cross their claimed waters.  North Korea was attempting to revise the post-Korean War settlement line.
RUS,365,2000,,,,,4220,1,17,10,9,11,2000,0,24,5,7,Clinton,0,6,3,7,3,7,3,7,1,1,1,0,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,,0,2,2,1,0,303136000,1366,101803,3283713,278357,75342,0.1428047,52000000,1004,59136,1056740,146934,66484,0.0515117,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,33853.00369,103002.2955,7830,2703.2461,7830,2703.2461,10533.246,0,0,0,0,0,0,10,0,10,10,191,6,0,6,6,0,0,0,482,0,38,491,36,10252300,13131000,36304.44,46498.2,0,0,2.701,0.24,2.461,-0.38095,-0.18182,0.30952,0.40909,42,66,2,1,0,1,0,6,2,1,0,0,1,2,0,0,0,1,1,1,1,150,Europe,151,Eastern Europe,151,eca,5,3,67.81,2.274300003,65.081001,3.168065548,1982507.375,3.578582525,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,56056,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,1,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,323000000,28.50001,28.4954492,67465540571,67465540571,92749838634,3329.084781,20051474.29,3.703765823,3.68,66753057885,66753057885,91770336303,134219000000,134219000000,184520000000,3150,6590.4853,0,0,0,0,0,0,0,3,0,0,0,1,282398,466759,0.031,A Russian reconnaissance plan and an interceptor fighter were reported to have entered unnoticed into the American groupings radar zone.  They flew over the aircraft carrier USS Kitty Hawk.
RUS,365,2000,1,Russian ship carries illegal Iraqi oil,0,696,4213,0,2,2,9,4,2000,0,89,5,7,Clinton,0,6,4,17,4,17,1,1,1,1,0,1,3,Policy change; Economic Protection; Protect own military and/or diplomatic interests,5; 7; 8,0,0,0,0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,,0,2,2,1,0,303136000,1366,101803,3283713,278357,75342,0.1428047,52000000,1004,59136,1056740,146934,66484,0.0515117,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,33853.00369,103002.2955,7830,2703.2461,7830,2703.2461,10533.246,0,0,0,0,0,0,10,0,10,10,191,6,0,6,6,0,0,0,482,0,38,491,36,10252300,13131000,36304.44,46498.2,0,0,2.701,0.24,2.461,-0.38095,-0.18182,0.30952,0.40909,42,66,2,1,0,1,0,6,2,1,0,0,1,2,0,0,0,1,1,1,1,150,Europe,151,Eastern Europe,151,eca,5,3,67.81,2.274300003,65.081001,3.168065548,1982507.375,3.578582525,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,56056,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,1,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,323000000,28.50001,28.4954492,67465540571,67465540571,92749838634,3329.084781,20051474.29,3.703765823,3.68,66753057885,66753057885,91770336303,134219000000,134219000000,184520000000,3150,6590.4853,0,0,0,0,0,0,0,3,0,0,0,1,282398,466759,0.031,US Navy stopped and detained several Russian tankers over a period of six months that were suspected of carrying Sanctioned Iraq oil in the Gulf of Oman.  
RUS,365,2000,1,Bering Straight Probes,0,2,4197,0,30,11,,1,2001,0,61,5,7,Clinton,0,6,3,10,3,10,3,9,0,1,1,0,2,Territory; Protect own military/diplomatic interests,4; 8,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,1,0,1,0,0,,0,2,2,1,0,303136000,1366,101803,3283713,278357,75342,0.1428047,52000000,1004,59136,1056740,146934,66484,0.0515117,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,33853.00369,103002.2955,7830,2703.2461,7830,2703.2461,10533.246,0,0,0,0,0,0,10,0,10,10,191,6,0,6,6,0,0,0,482,0,38,491,36,10252300,13131000,36304.44,46498.2,0,0,2.701,0.24,2.461,-0.38095,-0.18182,0.30952,0.40909,42,66,2,1,0,1,0,6,2,1,0,0,1,2,0,0,0,1,1,1,1,150,Europe,151,Eastern Europe,151,eca,5,3,67.81,2.274300003,65.081001,3.168065548,1982507.375,3.578582525,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,56056,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,1,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,323000000,28.50001,28.4954492,67465540571,67465540571,92749838634,3329.084781,20051474.29,3.703765823,3.68,66753057885,66753057885,91770336303,134219000000,134219000000,184520000000,3150,6590.4853,0,0,0,0,0,0,0,3,0,0,0,1,282398,466759,0.031,"Russia deployed Tu-95 ""Bears"" bombers to the eastern tip of Siberia, including one base across the Bering Strait from Alaska.  Though these actions were labeled training missions, the United States and Canada moved fighter aircraft to bases in Canada and Alaska to prepare for an expected Russian attempt to test North American air defenses.  "
SIE,451,2000,1,IMATT ,1,451,,0,7,2,,9,2001,0,,5,7,Clinton,0,6,3,8,3,8,1,1,0,0,1,1,3,Social Protection & Order,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3,,1,1,1,0,0,0,1,0,0,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,10000,3,0,1688,4854,739,0.0002418,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,316.2953816,126.2713272,4,20.24,4,20.24,24.24,0,0,0,0,0,0,10,0,10,10,191,-77,-77,-77,0,0,0,0,482,0,400,750,3,10252300,13131000,36304.44,46498.2,0,0,2.701,-0.479,3.18,-0.41463,-0.27586,0.29268,0.36207,41,58,,-77,-77,-77,-77,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,Africa,11,Sub-Saharan Africa,202,ssa,5,4,67.81,,,1.360252857,3513.283691,3.578582525,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,56056,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,1,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,2,0,0,2,0,282398,466759,0.031,"Sierra Leone. On May 12, 2000, President Clinton, “consistent with the War Powers Resolution,” reported to Congress that he had ordered a U.S. Navy patrol craft to deploy to Sierra Leone to be ready to support evacuation operations from that country if needed. He also authorized a U.S. C-17 aircraft to deliver “ammunition, and other supplies and equipment” to Sierra Leone in support of United Nations peacekeeping operations there. "
YEM,679,2000,0 (Al-Qaeda),Counterterrorism mission,0,679,,0,12,10,14,10,2000,0,3,5,7,Clinton,0,6,3,12,3,12,1,1,0,0,0,0,1,Protect own Military and/or Diplomatic Interests,8,0,0,0,0,0,0,0,1,5,17,0,17,1,0,1,17,0,17,1,0,0,,100,2,,1,1,0,0,0,1,0,0,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,,,,,,,,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,2323.687836,4078.752195,,,,,,,,,,,,10,0,10,10,191,1,3,-2,-2,7,0,0,482,0,0,0,68,10252300,13131000,36304.44,46498.2,0,0,,,,,,,,,,2,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,142,Asia,145,Middle East,5,mena,3,3,67.81,,,1.173808813,70767.33594,3.578582525,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,56056,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,1,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,282398,466759,0.031,"Yemen. On October 14, 2000, President Clinton reported to Congress, “consistent with the War Powers Resolution,” that on October 12, 2000, in the wake of an attack on the USS Cole in the port of Aden, Yemen, he had authorized deployment of about 45 military personnel from U.S. Naval Forces Central Command to Aden to provide “medical, security, and disaster response assistance.” The President further reported that on October 13, 2000, about 50 U.S. military security personnel arrived in Aden, and that additional “security elements” may be deployed to the area, to enhance the ability of the U.S. to ensure the security of the USS Cole and the personnel responding to the incident. In addition, two U.S. Navy surface combatant vessels are operating in or near Yemeni territorial waters to provide communications and other support, as required."
YUG,345,2000,,,,,4343,1,24,11,28,11,2000,0,4,5,7,Clinton,0,6,1,1,3,7,3,7,1,1,1,0,,,,,,,,,,,,3,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,,0,0,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,1826000,98,696,24416,10640,2864,0.0020743,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,,,-9,-9,-9,-9,-9,0,0,0,0,0,0,10,0,10,10,191,,,,,,0,0,482,0,,,,10252300,13131000,36304.44,46498.2,0,0,2.701,0.339,2.362,-0.33333,-0.1875,0.33333,0.40625,21,32,,,,,,,,,,,,,,,,,,,,150,Europe,39,S. Europe,39,eca,4,4,67.81,,,2.813468456,57679.66797,3.578582525,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,56056,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,1,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,,28.50001,28.4954492,,,,,20051474.29,3.703765823,3.68,,,,,,,,,0,0,0,0,1,1,1,1,1,0,0,0,282398,466759,0.031,Serbia sent tanks to its border a day before its deadline that demanded NATO forces camp down on lawlessness and rebels on its border with NATO-protected Kosovo.  
YUG,345,2000,,Kosovo Border,1,345,4186,0,21,2,3,4,2000,0,43,5,7,Clinton,0,6,3,7,3,7,3,7,0,0,0,1,2,Social Protection & Order,6,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,30,,,1,0,1,0,0,1,0,0,0,0,0,292147000,1490,97427,3161089,276218,70642,0.1426249,1654000,105,230,21841,10637,3251,0.0020397,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,,,-9,-9,-9,-9,-9,0,0,0,0,0,0,10,0,10,10,191,,,,,,0,0,482,0,,,,10252300,13131000,36304.44,46498.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Europe,39,S. Europe,39,eca,4,4,67.81,,,2.791601658,53526.4375,3.567192554,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,53880,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,0,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,,28.50001,28.4954492,,,,,20051474.29,3.703765823,3.68,,,,,,,,,0,0,0,0,1,1,1,1,1,0,0,0,282398,466759,0.031,NATO peacekeeping and occupation of Kosovo.
YUG,345,2000,1,Phiblex 2000,1,345,4298,0,26,9,29,9,2000,0,3,5,7,Clinton,0,6,3,8,4,17,4,17,0,0,1,0,4,Maintain Empire,3,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,200,1,,1,0,1,0,0,,0,0,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,1826000,98,696,24416,10640,2864,0.0020743,0,0,0,0,0,0,0,0,0,0,1238248.2,772146.8,,,-9,-9,-9,-9,-9,0,0,0,0,0,0,10,0,10,10,191,,,,,,0,0,482,0,,,,10252300,13131000,36304.44,46498.2,0,0,2.701,0.339,2.362,-0.33333,-0.1875,0.33333,0.40625,21,32,,,,,,,,,,,,,,,,,,,,150,Europe,39,S. Europe,39,eca,4,4,67.81,,,2.813468456,57679.66797,3.578582525,3.966666667,236241,2.3,296.4,55.5,28.3,3.1,56056,16.5,281028,6687,2.379478201,15.7,0.4,2.547770701,290307,8113,2.794627756,15.9,0.4,2.51572327,0,0,1,1,2,0,1,1,506.5,5.5,32,145,324,3618.3,728.8,2477.3,412.2,,28.50001,28.4954492,,,,,20051474.29,3.703765823,3.68,,,,,,,,,0,0,0,0,1,1,1,1,1,0,0,0,282398,466759,0.031,"Croatian fighter was seized in a Montengrin port by Yugoslavian forces.   No immediate reciprocation of the seizure and the fighter was released two days later.  On September 29, though, the United States and Croatia performed joint military exercises off the Adriatic coast.  Both the United States and Croatia claimed the show of military force was not in response to the seizure.  "
AFG,700,2001,1,Operation Enduring Freedom Phase 1,,700,4283,1,15,9,15,8,2003,0,695,6,7,GWB,0,7,5,22,5,22,5,22,1,1,1,1,4,Remove Foreign Regime ,1,1,0,0,0,0,0,0,0,1,4,13000,13004,1,6,6,4,15375,15479,1,6,6,,2000,40,360,1,0,1,1,1,1,0,0,0,0,1,322365000,1368,90104,3184088,285112,76419,0.1414571,245000,-9,0,677,22080,4162,0.0012151,0,0,0,0,0,0,0,0,0,0,1180171.1,731026,556.1127573,84.18379437,0.69999999,6.5999999,3.8,6.5999999,53.849998,0,0,1,0,0,1,10,0,10,10,192,-66,-66,-66,,0,0,0,492,2,4500,1000,0,10581800,13262100,37099.83,46496.98,0,0,2.677,-0.817,3.494,-0.67742,-0.55263,0.16129,0.22368,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,Asia,62,Asia,35,sa,5,5,70.07,12.68190002,56.043999,,,3.588337183,4.741666667,128236,1.2,156.7,54.6,28.8,3,61039,16.4,290185,7487,2.580078226,15.6,0.4,2.564102564,318651,8371,2.627011997,16.3,0.4,2.45398773,0,0,0,0,3,0,1,0,504.5,5.6,31.8,148.5,318.6,3658.1,741.8,2485.7,430.5,0,23.698,24.4438911,0,0,0,0.329853153,20814444.2,3.844696203,4,7061075.774,6865710.042,9438796.355,7061075.774,6865710.042,9438796.355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,285225,470550,0.031,"Invasion. ISAF in Afghanistan to help stabilize for new provisional government, NATO takes command over ISAF Aug 11 2003 (UPI, DP, NATO website)"
AFG,700,2001,1,War in Afghanistan ,1,700,,0,7,10,30,8,2022,1,7268,6,7,GWB,0,7,5,22,5,22,5,22,1,1,1,1,4,"Remove Foreign Regime, Maintain/Build Foreign Regime, Maintain Empire",1;2;3,1,1,1,0,0,0,0,0,0,2372,69500,139192,6,6,6,7092,235100,241192,6,6,6,9750,100000,,,1,1,0,0,0,1,0,0,0,0,1,322365000,1368,90104,3184088,285112,76419,0.1414571,245000,-9,0,677,22080,4162,0.0012151,0,0,0,0,0,0,0,0,0,0,1180171.1,731026,556.1127573,84.18379437,0.69999999,6.5999999,3.8,6.5999999,53.849998,0,0,1,0,0,1,10,0,10,10,192,-66,-66,-66,,0,0,0,492,0,4500,1000,0,10581800,13262100,37099.83,46496.98,0,0,2.677,-0.817,3.494,-0.67742,-0.55263,0.16129,0.22368,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,Asia,62,Asia,35,sa,5,5,70.07,12.68190002,56.043999,,,3.588337183,4.741666667,128236,1.2,156.7,54.6,28.8,3,61039,16.4,290185,7487,2.580078226,15.6,0.4,2.564102564,318651,8371,2.627011997,16.3,0.4,2.45398773,0,0,0,0,3,0,1,0,504.5,5.6,31.8,148.5,318.6,3658.1,741.8,2485.7,430.5,0,23.698,24.4438911,0,0,0,0.329853153,20814444.2,3.844696203,4,7061075.774,6865710.042,9438796.355,7061075.774,6865710.042,9438796.355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,285225,470550,0.031,Operation Enduring Freedom
CHN,710,2001,1,Hainan Island Incident,0,710,4280,0,23,3,3,7,2001,0,102,6,7,GWB,0,7,3,9,4,17,4,17,1,0,1,1,1,Protect own Military and/or Diplomatic Interests; Maintain Empire,8;3,0,0,1,0,0,0,0,1,7,0,1,1,0,1,1,0,1,1,0,1,1,0.05,24,0,1,1,0,1,0,0,1,0,0,0,0,0,322365000,1368,90104,3184088,285112,76419,0.1414571,46049000,2310,150906,1914161,1271850,612933,0.1654946,0,0,0,0,0,0,0,0,0,0,1180171.1,731026,447428.0625,459096.2188,120746.8,39805.949,120746.8,39805.949,160552.75,0,0,0,0,0,0,10,0,10,10,192,0,7,-7,-7,52,0,0,492,0,151,0,345,10581800,13262100,37099.83,46496.98,0,0,2.677,-0.652,3.329,-0.74468,-0.50746,0.12766,0.24627,47,67,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,142,Asia,30,Asia,35,eap,4,4,70.07,3.423600006,72.401001,2.210741758,5678755.5,3.588337183,4.741666667,128236,1.2,156.7,54.6,28.8,3,61039,16.4,290185,7487,2.580078226,15.6,0.4,2.564102564,318651,8371,2.627011997,16.3,0.4,2.45398773,0,0,0,0,3,0,1,0,504.5,5.6,31.8,148.5,318.6,3658.1,741.8,2485.7,430.5,164000000,23.698,24.4438911,29445445126,28630749016,39360795581,199.9569812,20814444.2,3.844696203,4,4280424134,4161993427,5721798351,33725869260,32792742443,45082593931,151.012,96.15921,0,0,0,0,0,0,0,3,0,0,0,0,285225,470550,0.031,"Chinese fighter jet collided with US EP-3E Aries II spy plane about 50 miles off the coast of the Chinese island of Hainan.  The American plane was able to make an emergency landing on Hainan, while the Chinese plane crashed into the water.  Bush Administration demanded ""prompt and safe return"" of the crew and the airplane.  After several weeks, the Chinese released the crew members and the US spy plane.  "
CHN,710,2001,,,,,4336,1,23,3,23,3,2001,0,1,6,7,GWB,0,7,1,1,3,7,3,7,1,1,1,0,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,,0,0,0,0,0,322365000,1368,90104,3184088,285112,76419,0.1414571,46049000,2310,150906,1914161,1271850,612933,0.1654946,0,0,0,0,0,0,0,0,0,0,1180171.1,731026,447428.0625,459096.2188,120746.8,39805.949,120746.8,39805.949,160552.75,0,0,0,0,0,0,10,0,10,10,192,0,7,-7,-7,52,0,0,492,0,151,0,345,10581800,13262100,37099.83,46496.98,0,0,2.677,-0.652,3.329,-0.74468,-0.50746,0.12766,0.24627,47,67,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,142,Asia,30,Asia,35,eap,4,4,70.07,3.423600006,72.401001,2.210741758,5678755.5,3.588337183,4.741666667,128236,1.2,156.7,54.6,28.8,3,61039,16.4,290185,7487,2.580078226,15.6,0.4,2.564102564,318651,8371,2.627011997,16.3,0.4,2.45398773,0,0,0,0,3,0,1,0,504.5,5.6,31.8,148.5,318.6,3658.1,741.8,2485.7,430.5,164000000,23.698,24.4438911,29445445126,28630749016,39360795581,199.9569812,20814444.2,3.844696203,4,4280424134,4161993427,5721798351,33725869260,32792742443,45082593931,151.012,96.15921,0,0,0,0,0,0,0,3,0,0,0,0,285225,470550,0.031,Dispute number does not appear in Gibler book
CHN,710,2001,1,China/Taiwan Dispute,0,710,4281,0,17,8,17,8,2001,0,1,6,7,GWB,0,7,3,8,3,8,3,8,0,0,1,0,4,"Protect own Military and/or Diplomatic Interests, Maintain Empire",8;3,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1,0,0,1,0,0,0,0,0,322365000,1368,90104,3184088,285112,76419,0.1414571,46049000,2310,150906,1914161,1271850,612933,0.1654946,0,0,0,0,0,0,0,0,0,0,1180171.1,731026,447428.0625,459096.2188,120746.8,39805.949,120746.8,39805.949,160552.75,0,0,0,0,0,0,10,0,10,10,192,0,7,-7,-7,52,0,0,492,0,151,0,345,10581800,13262100,37099.83,46496.98,0,0,2.677,-0.652,3.329,-0.74468,-0.50746,0.12766,0.24627,47,67,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,142,Asia,30,Asia,35,eap,4,4,70.07,3.423600006,72.401001,2.210741758,5678755.5,3.588337183,4.741666667,128236,1.2,156.7,54.6,28.8,3,61039,16.4,290185,7487,2.580078226,15.6,0.4,2.564102564,318651,8371,2.627011997,16.3,0.4,2.45398773,0,0,0,0,3,0,1,0,504.5,5.6,31.8,148.5,318.6,3658.1,741.8,2485.7,430.5,164000000,23.698,24.4438911,29445445126,28630749016,39360795581,199.9569812,20814444.2,3.844696203,4,4280424134,4161993427,5721798351,33725869260,32792742443,45082593931,151.012,96.15921,0,0,0,0,0,0,0,3,0,0,0,0,285225,470550,0.031,China threatned to declare war on Taiwan as it began moves toward declaring independence from the mainland.  China threatened force and conducted military exercises.  United States threatened its intervention should China attack Taiwan and also conducted military exercises of its own.  
MAC,343,2001,,Operation Essential Harvest,,,,1,22,8,,12,2002,0,,6,7,Clinton,0,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,0,0,0,322365000,1368,90104,3184088,285112,76419,0.1414571,73000,16,260,5346,2035,462,0.0003499,0,0,0,0,0,0,0,1,1,1,1180171.1,731026,1687.599787,1155.068184,116.9,51.544834,116.9,51.544834,168.44484,0,0,0,0,0,0,10,0,10,10,192,6,0,6,6,10,0,0,492,0,23,21,4,10581800,13262100,37099.83,46496.98,0,1,2.677,1.012,1.665,-0.05263,0.0303,0.47368,0.51515,38,66,4,1,1,2,0,10,1,1,1,0,2,2,0,1,2,1,2,1,2,150,Europe,39,S. Europe,39,eca,4,4,70.07,0.71420002,80.644997,2.231682301,18705.62891,3.588337183,4.741666667,128236,1.2,156.7,54.6,28.8,3,61039,16.4,290185,7487,2.580078226,15.6,0.4,2.564102564,318651,8371,2.627011997,16.3,0.4,2.45398773,0,0,1,1,2,0,1,0,504.5,5.6,31.8,148.5,318.6,3658.1,741.8,2485.7,430.5,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,0,0,0,,285225,470550,0.031,NATO forces deployed to move and disarm Albanian rebels. This case is merged with Macedonia 1993. 
